provider_id,category_id,product_name,model,year,color,km,price
355,XKT,Volkswagen,Tiguan Allspace,2007,Gold,40394,32436
356,KJC,Chevrolet,Trax,2022,DarkTurquoise,84138,23955
356,AOC,Buick,Cascada,1997,LightYellow,87944,35046
356,PTL,Chevrolet,Corvette,2023,Thistle,67347,24093
356,IGN,Ford,Escape,2022,GreenYellow,92637,30230
356,KJV,Aston Martin,Vantage Roadster,2017,LightYellow,219672,40849
356,KJI,Maserati,GranTurismo,2022,Black,230860,18803
356,QKY,Tesla,Cybertruck,2005,BlanchedAlmond,184893,25074
356,JIY,Volkswagen,Beetle,2015,SeaGreen,55062,31479
357,HVT,Porsche,Panamera,2013,LemonChiffon,60000,20608
357,ZBB,Mini,Cooper,2018,Aquamarine,64476,24305
357,KIW,Nissan,Armada,2010,BlueViolet,237321,24105
357,KWW,Honda,Ridgeline,2019,DarkOrange,235544,41724
357,TPJ,Bugatti,Chiron Pur Sport,2002,PaleGreen,107086,44680
357,FYR,Buick,Enclave,2009,FloralWhite,139698,41259
357,SFW,Volkswagen,Passat,2002,RoyalBlue,61098,31732
357,RBU,Volvo,V60,2000,Wheat,269496,42384
357,DHL,BMW,X5,2004,HotPink,185786,22442
357,PXD,Mitsubishi,Outlander Sport,2009,LightSalmon,23122,34595
357,IEB,Mercedes-Benz,GLB,2014,Salmon,83214,39449
357,LFL,BMW,X6,2019,DarkTurquoise,42493,41732
358,OBV,Honda,HR-V,2002,Blue,82881,29474
358,OZI,GMC,Yukon,2010,PaleTurquoise,236045,32145
358,HJA,Chevrolet,Blazer,2001,DarkSeaGreen,66191,44280
358,ZWP,Volkswagen,Beetle,2004,Gainsboro,86199,42583
358,VGT,Aston-Martin,Rapide,2009,MediumSeaGreen,11528,35364
358,MVT,Land Rover,Range Rover Evoque,2015,NavajoWhite,135318,32975
358,QJE,Infiniti,QX50,2018,Indigo,2866,43800
358,ZDD,Ferrari,Roma,1996,LightSeaGreen,137845,36602
358,JDY,Kia,Sorento,2012,AliceBlue,190122,23769
358,CMA,Jeep,Renegade,2014,Orchid,211587,31948
358,PRU,Hyundai,Nexo,2020,MidnightBlue,250681,21351
358,MLJ,Volkswagen,Atlas,2022,Tomato,80480,41591
358,API,Mazda,CX-30,2001,Gold,224707,31053
358,TTH,Audi,S4,2008,Navy,124984,19660
358,PAK,Audi,Q7,1996,Gold,59484,44778
359,OVU,Ferrari,F8 Tributo,2002,DeepSkyBlue,269677,35837
359,EVC,Mini,Coupe,2001,Thistle,175658,38580
359,GFY,BMW,X7,2022,DarkCyan,10706,18716
359,RTP,Ferrari,Roma,2001,Gray,147595,41210
359,UDW,Land Rover,Defender,2023,PaleGreen,233575,41158
359,PUG,Nissan,Kicks,2013,Lime,41205,19682
359,ICF,Genesis,G90,2005,Chocolate,266299,34492
359,IIB,Volkswagen,Arteon,2023,LightCyan,247811,27887
359,KKS,Mini,Superleggera,2006,YellowGreen,130388,25163
359,THB,Jeep,Wrangler,2007,GhostWhite,196985,37912
359,VDQ,Kia,K900,1998,DarkMagenta,261780,22500
359,LSG,Alfa-Romeo,Brera,2008,SteelBlue,249351,20662
359,QBX,Cadillac,XT5,2013,DarkCyan,84186,34274
359,ZEW,Mazda,CX-9,2011,PaleGreen,2330,36885
359,MQJ,Hyundai,Kona,2009,RosyBrown,136306,40495
359,WRK,GMC,Terrain,2006,MediumSeaGreen,183918,21042
360,DYP,Mazda,MX-3,1997,Olive,58480,44066
360,IVH,Mazda,MX-5,2003,DarkGreen,70636,40179
360,IYX,Mini,Superleggera,2012,OliveDrab,153068,25644
360,PXA,Toyota,Tundra,2005,DarkSalmon,90509,23935
360,TZU,Mercedes-Benz,GLE,1997,AliceBlue,103327,26037
360,VDN,Jeep,Liberty,2003,CadetBlue,240967,41033
360,ZOL,Mitsubishi,Raider,2018,LightBlue,190013,21628
360,XZV,Jaguar,F-Type,2007,Khaki,209679,21278
360,JMX,Lamborghini,Veneno,2017,LemonChiffon,58752,23385
360,GIB,Honda,Insight,2001,LawnGreen,104785,20778
360,XKE,Mini,Countryman,2002,Yellow,168363,35026
360,VLU,Infiniti,Q60,2014,LightCyan,224177,24070
360,IYW,Subaru,Outback,2013,MediumSpringGreen,22120,16373
360,GMM,Tesla,Model Semi,2007,Indigo,41079,33894
360,UMF,Rolls-Royce,Dawn,2019,BlueViolet,221976,15796
360,BSJ,Alfa Romeo,TZ3 Stradale,2014,Green,101880,15150
361,VCZ,Mini,Clubman,2016,DarkCyan,221105,28247
361,UEP,Cadillac,XT4,2005,HoneyDew,71938,31884
361,FQW,Genesis,G90 Limousine,2011,SaddleBrown,108981,29787
361,SZH,Infiniti,QX50,1997,PaleGreen,159737,43921
361,MVB,GMC,Yukon,1996,GreenYellow,269613,27088
361,PWI,Toyota,Tundra,2007,LightBlue,219585,41531
361,DAJ,Chevrolet,Equinox,2008,Maroon,32281,31614
361,LFP,Rolls-Royce,Phantom Drophead Coupe,1997,Maroon,43419,32965
361,CMQ,BMW,i3,2023,SkyBlue,194541,44795
361,BEN,Buick,Enclave,2009,MistyRose,184228,42433
361,NIF,McLaren,720S Spider,2017,LightSkyBlue,133325,21911
361,GMM,Honda,Element,2005,LightSalmon,208107,29016
361,TOL,Dodge,Magnum,2018,Tan,126524,27694
361,FRO,BMW,7 Series,2006,DimGray,242003,32072
361,LNB,Volvo,V60 Cross,2023,OrangeRed,256478,19302
361,ZVS,Cadillac,XT5,2016,DarkMagenta,119337,17366
362,MJN,Ford,Ranger,2023,Coral,197559,33531
362,NZW,Jaguar,XKR,2017,PeachPuff,108384,33762
362,KGC,Dodge,Dart,2019,Aqua,256441,15203
362,MYH,Jeep,Renegade,2006,Green,267930,39268
362,YAO,Mercedes-Benz,GLE,2016,Moccasin,39976,39330
362,PBF,Mini,Cooper,1996,MidnightBlue,15499,27571
362,TNL,Aston-Martin,One-77,2023,Aquamarine,51873,21445
362,CSS,Lamborghini,Urus,1999,CadetBlue,8441,42646
362,IHB,GMC,Savana,1997,Navy,51317,36895
362,GYM,Tesla,Model X,2020,PaleTurquoise,264871,40454
362,OLQ,Acura,TLX,2006,DarkCyan,229211,40343
362,HTY,Bugatti,Veyron Super Sport,2000,GoldenRod,143691,20453
363,NFM,Hyundai,Venue,2012,DarkSlateGray,115628,22830
363,FMN,McLaren,650S,2005,HotPink,23215,21772
363,CMQ,Nissan,Maxima,2005,LimeGreen,208402,31081
363,ZAS,Jaguar,XJ,1998,DarkOrange,13017,31981
363,HJU,McLaren,720S,2017,Maroon,228628,36975
363,NVE,Jaguar,XE,2011,LightYellow,77010,43512
363,QMK,Toyota,Sequoia,2020,Chocolate,118041,18388
363,JPZ,Ferrari,Roma,2001,Bisque,26725,25437
363,KAR,Toyota,Tundra,2018,AliceBlue,246285,43550
363,PAR,Lexus,HS,2005,Violet,95486,20469
363,HWM,Toyota,C-HR,2010,FloralWhite,120118,26468
363,FJS,Mercedes-Benz,GLC,2005,OldLace,185356,16117
363,DUT,Hyundai,Kona,2014,PaleGoldenRod,123461,17366
363,WLY,Lexus,ES,2020,LightSteelBlue,26229,31718
363,CZL,Audi,A4,1997,Purple,188464,32769
363,QFN,Aston-Martin,Vantage,1999,DarkSlateGray,209079,18062
364,OYZ,Bentley,Bentayga,2022,DarkTurquoise,244758,27425
364,ELI,Maserati,Spyder,1997,LightCoral,106076,39850
364,VOC,Bugatti,Chiro Sport,2014,SaddleBrown,146228,20626
364,YMP,Lamborghini,Veneno,2001,Orange,144989,37351
364,RHK,Infiniti,Q50,2022,Blue,249815,27326
364,IYQ,Nissan,Murano,2012,AliceBlue,177540,19724
364,OBA,Porsche,Panamera,2005,LightGray,226436,37563
364,VYY,Mini,Countryman,2005,BlanchedAlmond,114300,16831
364,ONY,Mini,Paceman,2002,OldLace,150283,20216
364,ROH,Audi,Q5,2012,PapayaWhip,89419,23658
364,TOS,Mazda,CX-5,2017,DarkTurquoise,259640,15990
365,OMT,Bugatti,Chiron,2012,SlateBlue,269352,15857
365,ZIN,Mitsubishi,Montero,2001,BlanchedAlmond,112661,19984
365,TYT,Rolls-Royce,Phantom Drophead Coupe,2009,DarkGoldenRod,99320,30369
365,AYL,Infiniti,Q60,2008,WhiteSmoke,114894,25372
365,ACK,Ford,Ranger,2001,DimGray,236755,19258
365,CFU,Subaru,BRZ,2016,Blue,119088,17189
365,MGB,Lexus,GX,2008,BlueViolet,71664,15232
365,VMK,Hyundai,Ioniq,2017,Lime,73696,36869
365,PPO,Jeep,Wrangler,2021,DarkMagenta,55231,25134
365,DOW,Infiniti,QX60,2010,Wheat,128327,33063
365,UOV,Nissan,Altima,2022,LightSalmon,200715,28316
365,QLZ,GMC,Savana,1996,Maroon,103795,37550
365,IQB,LandRover,Discovery Sport,2017,LightCyan,102879,36412
365,KRR,Genesis,G70,2019,FireBrick,195811,44812
365,TKX,Mercedes-Benz,GLB,2019,Silver,189970,18928
365,BGP,Rolls-Royce,Corniche,2009,DarkGreen,88028,34635
365,KOW,Nissan,Maxima,2009,LightSlateGray,117854,24832
366,SWJ,Jeep,Liberty,2015,Cyan,72946,21868
366,ZYL,Buick,Cascada,1998,WhiteSmoke,42351,15459
366,GSJ,Land Rover,Range Rover Evoque,2015,MediumPurple,135387,25724
366,XIQ,Volvo,V60 Cross,2006,PaleVioletRed,81975,31025
366,AYZ,Subaru,Justy,1999,MintCream,150313,31312
366,EYJ,Porsche,911 Turbo,1999,Snow,110841,32684
366,YDC,Infiniti,QX50,2015,LightSeaGreen,186822,15906
366,NVY,BMW,X5,1998,YellowGreen,210576,34872
366,QKD,Honda,CR-Z,2013,GhostWhite,18066,34236
366,MNE,Ferrari,Monza SP1,2022,BlanchedAlmond,19838,16751
366,URL,Alfa Romeo,Stelvio,2011,Yellow,259953,19198
367,LPH,Volkswagen,Tiguan,2022,LightSkyBlue,216890,23398
367,MJV,Subaru,Crosstrek,2020,FloralWhite,189633,31384
367,DCP,Mazda,RX-8,2022,LightGray,162942,34764
367,TZU,Ford,Mustang,2010,MediumTurquoise,26033,22867
367,AHD,GMC,Canyon,2022,PapayaWhip,188006,23143
367,CDJ,Mazda,RX-4,2003,Ivory,97830,23699
367,PXS,Ferrari,F12 Berlinetta,2017,AliceBlue,133048,34170
367,VBX,Alfa Romeo,Giulia,2013,Yellow,154943,34856
367,EQQ,Jaguar,XF,1996,DarkSlateGray,258672,28439
367,XZW,Bugatti,Veyron Grand Sport,1998,Purple,111172,36499
367,AJE,Lexus,LS,2022,PowderBlue,180885,16537
367,UVR,Hyundai,Kona,2004,Purple,33721,35955
368,GMM,Acura,ILX,2004,MediumSlateBlue,122345,27026
368,IJZ,Ford,Edge,2007,Cyan,39978,30619
368,EKZ,Alfa Romeo,4C,2021,DodgerBlue,99361,20365
368,XVZ,Kia,Soul,2004,PeachPuff,215310,42624
368,ISB,Infiniti,QX80,1996,DarkBlue,251934,35435
368,VHA,Lexus,LM,2010,Olive,131732,35539
368,WWP,Honda,Insight,2019,LightGreen,97137,17898
368,FWM,Hyundai,Santa Fe,2018,FireBrick,155246,27610
368,OYZ,Tesla,Model S,2014,Moccasin,97286,20814
368,QIX,BMW,7 Series,2000,LightSeaGreen,263845,21044
368,RWC,Jeep,Compass,2017,Yellow,217842,35961
369,VTO,Honda,CR-Z,2006,OliveDrab,28546,40186
369,HXQ,Alfa Romeo,Stelvio,2009,Cyan,148452,34884
369,VZF,Dodge,Charger,2014,LightSkyBlue,86389,22251
369,BAQ,GMC,Acadia Denali,2011,PaleGoldenRod,170684,33359
369,OEG,Audi,Q5,1996,LightSkyBlue,12999,39680
369,PED,Mitsubishi,Mirage,2005,DarkSalmon,113192,21988
369,ZGH,Volvo,S90,1999,DimGray,112959,27122
369,BOD,Rolls-Royce,Corniche,1998,PaleTurquoise,125505,17587
369,XHU,Kia,K900,2018,SeaGreen,62365,15864
370,HQC,Porsche,911 Turbo,2007,DarkCyan,148455,23126
370,MKJ,Honda,Element,2003,Aqua,10618,35822
370,VDN,Bentley,Bentayga Speed,1997,Orchid,89520,40446
370,SPE,Alfa Romeo,Montreal,2019,LightSlateGray,182679,16465
370,UOJ,Land Rover,Range Rover Sport,2006,RoyalBlue,253843,39596
370,XMK,Volkswagen,Passat,2022,DarkGray,245530,28802
370,PQA,Maserati,Alfieri,2015,SaddleBrown,38325,15470
370,UIF,Mitsubishi,Diamante,2020,MistyRose,161281,44278
370,MEI,Bugatti,Divo,2000,SaddleBrown,104760,18862
370,AGK,Porsche,718 Boxster,2010,Black,200871,33763
370,TCK,Tesla,Model Roadster,2018,HoneyDew,39445,28136
370,EDD,Dodge,Dart,2022,Azure,28914,41865
370,WBH,Mazda,MX-3,2004,Maroon,26710,28396
370,CPX,Subaru,BRZ,2017,SeaShell,47331,23422
370,QIY,Maserati,Quattroporte,2023,LightCoral,143239,44656
370,YMS,GMC,Savana,2005,GreenYellow,6679,41217
370,NPB,Genesis,Essentia,2014,Orange,167915,35309
370,LJP,Lamborghini,Huracan,2014,BurlyWood,23138,30311
370,VEX,Rolls-Royce,Corniche,2015,SkyBlue,210589,35613
371,OOL,Chevrolet,Equinox,1997,Plum,87889,30450
371,TMZ,Bentley,Bentayga Speed,2016,DarkViolet,51901,37154
371,CUF,Volkswagen,Beetle,2023,DeepPink,203490,25885
371,EQQ,Mitsubishi,Galant,2020,Sienna,199608,31599
371,AOC,Chevrolet,Traverse,2005,MediumSpringGreen,85001,41565
371,OOK,Tesla,Cybertruck,2019,DodgerBlue,254618,31740
371,PTL,Porsche,Cayman GT4,2020,SlateGray,121614,30697
371,UDN,BMW,M3,2002,Beige,269063,31352
371,PCZ,Jaguar,XJ,2020,MediumPurple,136889,44680
371,YBE,Volvo,XC40,2012,BurlyWood,41953,24573
371,ACV,Dodge,Durango,2014,LightSalmon,142410,17595
371,CJK,Ferrari,488 Pista,1999,MediumAquaMarine,190259,27386
372,RJI,Bentley,Bentayga,1996,OldLace,74998,31109
372,FLU,Acura,NSX,1997,White,190341,40373
372,OKJ,Ford,Taurus,2022,Salmon,119626,44586
372,AAR,BMW,7 Series,2022,Tan,180252,40763
372,ZWW,Cadillac,XT5,1997,Teal,95431,33515
372,GFY,Ferrari,812 Superfast,2005,DarkSeaGreen,176416,36244
372,PRX,Alfa Romeo,Stelvio,1998,AliceBlue,222344,19865
372,PSF,Alfa,Romeo 8C,2009,Aqua,4211,36949
373,GEX,Land Rover,Defender,2016,MediumSlateBlue,198737,41057
373,QCL,Lexus,RC,1997,DarkOrchid,82558,31327
373,KVB,Genesis,G90 Limousine,2000,BlanchedAlmond,222786,16746
373,HJP,Hyundai,Ioniq,2020,Cyan,44007,31861
373,WMU,Mitsubishi,Galant,1999,Ivory,157014,22537
373,NTQ,Jeep,Renegade,2002,SandyBrown,221499,32387
373,FPW,Cadillac,XT8,2015,SaddleBrown,23181,36673
373,DBG,Ferrari,Portofino,2021,SpringGreen,95817,35185
373,WGK,Infiniti,QX80,2015,BlueViolet,144339,16067
373,WEW,Cadillac,CT6,2022,Chocolate,13281,20037
373,WLF,Kia,Stinger,2004,DarkGray,190225,31309
373,KES,Lamborghini,Huracan,2010,DarkTurquoise,49279,32850
373,LUW,GMC,Yukon XL,2007,BlanchedAlmond,258952,38307
373,LVA,Genesis,GV70,2002,Chocolate,86373,15348
373,DYP,Chevrolet,Traverse,2010,Peru,123223,24902
373,ITA,Volkswagen,Arteon,2011,DarkKhaki,174848,24497
373,GOB,Nissan,Murano,2009,Lavender,234601,40545
374,PKW,Porsche,718 Cayman,2007,LightGoldenRodYellow,119069,21264
374,QVF,GMC,Acadia,2004,DarkSlateBlue,177695,34091
374,RQY,Lexus,HS,2013,OldLace,183747,28235
374,LLK,Bentley,Bentayga,2002,FloralWhite,246154,40986
374,VST,Toyota,Highlander,2015,GreenYellow,9199,27906
374,NWP,Lamborghini,Veneno,2005,DimGray,215789,24637
374,JAL,Hyundai,Ioniq,2013,HoneyDew,17141,33483
374,UTF,Mercedes-Benz,GLA,2007,RosyBrown,37331,15846
374,APS,Hyundai,Venue,2001,HoneyDew,232326,25787
374,CFY,Alfa-Romeo,Spider,2000,YellowGreen,26321,19459
374,SGM,Buick,Regal,1996,MediumSlateBlue,264724,33971
374,ARB,Honda,Civic,1998,MistyRose,254583,38049
374,JXB,Land Rover,Range Rover,2002,DarkTurquoise,121873,43541
375,AMP,Lamborghini,Aventador,2003,Maroon,166183,29240
375,BEI,Buick,Riviera,2015,Ivory,25826,15803
375,NAO,Ford,Edge,1998,ForestGreen,133076,34452
375,JAT,Alfa-Romeo,Brera,2009,PaleGreen,260748,25159
375,JJS,Land Rover,Discovery,2017,Wheat,259598,36066
375,FDT,Jeep,Grand Cherokee,2009,SandyBrown,102864,32725
375,WUU,Alfa Romeo,4C,2022,LightSkyBlue,151540,39281
375,THG,Bentley,Bentayga Mulliner,2000,MidnightBlue,95416,26951
375,VEU,McLaren,650S,2014,Ivory,15165,43931
375,FSA,McLaren,765LT,2020,MediumBlue,97204,29461
375,HEC,Bugatti,Chiron Pur Sport,1996,MediumSeaGreen,118710,39688
375,IHN,Jaguar,I-PACE,2018,Cyan,169902,36547
375,PVW,Mini,Cooper,2004,RoyalBlue,103436,40756
376,ECT,Ferrari,812 Superfast,2017,Peru,138740,38000
376,OMQ,Buick,LaCrosse,2017,ForestGreen,192040,32723
376,RWE,McLaren,P1,2020,Beige,3533,25746
376,HZH,Aston-Martin,Valkyrie,2007,Linen,44942,28786
376,RHC,McLaren,P1,2023,HoneyDew,39851,43984
376,SBF,Porsche,911 Turbo,2014,HotPink,198773,42883
376,ZNF,Alfa Romeo,Stelvio,2013,SteelBlue,84790,36448
376,YJT,Porsche,718 Cayman,2009,GoldenRod,114206,35923
376,WZT,Subaru,Justy,2004,BlueViolet,198868,31961
376,FAT,Mercedes-Benz,AMG GT,2004,LightSkyBlue,104684,22894
376,QKH,Ford,Explorer,2022,Lavender,256230,18611
376,GOF,Tesla,Model Semi Truck,2001,DarkSlateBlue,69940,44460
376,PXA,Maserati,Kubang,2007,Violet,190500,25209
377,LFQ,Hyundai,Palisade,2013,DarkMagenta,249642,38070
377,FCD,BMW,X3,2011,OrangeRed,113746,18409
377,YXT,Infiniti,Q50,2017,BlanchedAlmond,157089,40380
377,JZV,Buick,Encore,2023,Blue,79595,40340
377,PHY,Rolls-Royce,Corniche,2021,CornflowerBlue,1915,29972
377,SNV,BMW,7 Series,2022,PowderBlue,264335,37586
377,LXA,Buick,Regal,2022,Chartreuse,118891,37492
377,IWN,Subaru,Legacy,1997,MediumPurple,256187,31008
377,WEW,Nissan,Murano,1997,Cyan,146387,27566
377,WHO,Infiniti,QX50,2001,BlanchedAlmond,31847,31983
377,CUO,Alfa-Romeo,Spider,2002,SaddleBrown,241520,36876
377,FPW,Ferrari,SF90 Stradale,2011,FireBrick,201774,35680
378,RIU,Jaguar,XE,1999,Blue,69076,36916
378,CPF,Infiniti,QX70,2010,SteelBlue,260703,43773
378,UXO,Lamborghini,Huracan,2002,AliceBlue,243813,26499
378,SZQ,Tesla,Model Roadster,2011,Linen,81275,40097
378,AGH,Jeep,Comanche,2020,Teal,246371,20960
378,GXU,Land Rover,Defender,2012,Yellow,120495,19102
378,PXE,Nissan,Juke,2007,Brown,220677,25467
378,JLR,Audi,Q5,2015,LightGray,7745,42206
378,HPB,Tesla,Cybertruck,2010,DeepSkyBlue,2705,27867
378,YST,Jeep,Liberty,2011,OrangeRed,25827,43659
378,FLU,Buick,Enclave,2000,MediumSeaGreen,58525,25776
378,RCV,Buick,Verano,2010,MintCream,206770,24801
378,WUY,Acura,TLX,2015,Chartreuse,269879,16373
378,ZER,Tesla,Model Semi Truck,1999,WhiteSmoke,267547,18841
378,IHI,Honda,Fit,2002,Gray,27462,41941
378,NZZ,Volvo,V60 Cross,2017,MediumOrchid,244208,43374
378,EEF,BMW,X3,1999,Chocolate,185819,37992
378,SHL,Ferrari,812 Superfast,2000,DarkSlateBlue,90311,18411
378,FGZ,Volkswagen,Passat,2002,MediumSpringGreen,77037,25827
378,EJN,Lexus,RC,2008,DarkOliveGreen,11975,37876
378,JFB,Kia,Niro,2021,DarkSlateGray,111579,18559
378,UCQ,Cadillac,CT6,1996,GhostWhite,58562,22164
379,KMM,Cadillac,XT4,2008,Azure,154187,42856
379,BGV,Acura,RSX,2020,Sienna,46156,29611
379,MRT,Volvo,S60 Cross Country,2010,OrangeRed,212500,36206
379,GZA,Acura,NSX,2023,DarkSalmon,55113,44280
379,BEN,Lamborghini,Aventador,2008,Fuchsia,32339,38337
379,OPD,Volvo,XC60,1998,SeaGreen,141788,23126
379,YPV,Porsche,911 Turbo,2018,SeaGreen,5301,20552
379,UMS,Volvo,S60,2013,LightSalmon,48634,42540
379,ZMC,Mercedes-Benz,AMG GT,2004,MediumSpringGreen,15960,20131
379,ELI,Audi,E-Tron,2019,Lavender,9071,30372
379,WSZ,Jeep,Compass,2006,Tomato,30921,37277
379,LSG,Maserati,Spyder,2011,DarkRed,242840,38776
379,LGO,Genesis,Mint,2020,DeepPink,249177,43148
380,XUA,Audi,A4,2015,LightSkyBlue,207903,31026
380,SCW,Alfa Romeo,Stelvio,2002,DarkGray,51883,23769
380,XUA,Dodge,Grand Caravan,2003,Green,142404,22293
380,DFX,Infiniti,QX70,2006,LightBlue,269296,26685
380,GJZ,McLaren,P1,2021,Cornsilk,158144,44821
380,QVR,Toyota,Prius,2001,LightCoral,82047,40315
380,BJM,Lexus,ES,2006,BlueViolet,101308,40645
380,WYV,Rolls-Royce,Ghost,2010,Aqua,269766,19697
380,YRM,Hyundai,Palisade,2014,GreenYellow,258173,38717
380,JUX,Nissan,370Z,2008,SeaShell,27229,33143
380,YKU,Mazda,RX-8,2016,Silver,37009,42700
380,VTO,Kia,Cadenza,2012,MediumSlateBlue,87594,24474
380,HPB,Subaru,Crosstrek,2004,CornflowerBlue,135815,42823
380,BOD,Subaru,Justy,1996,LimeGreen,188552,26900
380,BYC,Subaru,Impreza,2010,CornflowerBlue,15126,38539
380,HUL,McLaren,600LT,2005,DarkSeaGreen,50524,34473
381,ZCU,Tesla,Model X,2012,Lavender,252151,25902
381,FPF,Infiniti,QX50,2022,LightSeaGreen,223859,30355
381,FHJ,McLaren,720S,2019,RoyalBlue,7424,27791
381,EAS,Mercedes-Benz,C-Class,1997,SeaShell,202737,27681
381,UPN,McLaren,720S Spider,1999,Pink,135644,15737
381,UBY,Dodge,Avenger,2021,LawnGreen,43932,40290
381,WPX,BMW,M3,2006,Red,185798,34429
381,BUM,Toyota,RAV4,2007,Turquoise,142051,34521
382,WFT,Tesla,Model Roadster,2009,Brown,43581,39870
382,MMI,Audi,Q3,2005,DarkOrange,22612,21167
382,PKW,Mitsubishi,Mirage,2023,Lime,244714,24766
382,AYP,Toyota,Tundra,2017,LightGray,33452,25910
382,LQG,Alfa,Romeo 8C,2000,DarkKhaki,194891,27731
382,XTC,Volvo,S60 Cross Country,2001,MintCream,192571,21411
382,WXX,Rolls-Royce,Phantom,2005,Yellow,88923,34712
382,LOG,Volkswagen,Tiguan Allspace,2008,Orchid,80347,33359
382,BVO,Rolls-Royce,Wraith,2016,AntiqueWhite,255895,16815
383,TSE,Land Rover,Range Rover SVR,2012,YellowGreen,46719,15893
383,CMI,Jeep,Renegade,2008,Teal,20248,36244
383,BAD,Mini,Cooper,1998,PaleVioletRed,210771,36577
383,LFR,Rolls-Royce,Dawn,1999,Thistle,101227,32721
383,YUB,McLaren,650S,2014,LightSkyBlue,192755,39601
383,EJN,Acura,ZDX,2012,DarkOliveGreen,86831,37965
383,JRX,Mazda,CX-9,2004,Thistle,134662,19724
383,ANP,Porsche,718 Boxster,2000,Khaki,77500,43996
383,RIZ,Alfa Romeo,4C,2010,Black,87682,33029
383,YKU,Infiniti,QX30,2021,Sienna,34857,39808
383,XVD,Acura,ILX,2002,LemonChiffon,245931,22014
383,JJQ,Bentley,Bentayga V8,2017,Cornsilk,213793,28082
383,OKY,Audi,Q3,2006,NavajoWhite,207139,25090
383,RTS,Nissan,Maxima,2010,SkyBlue,222653,36808
383,JMI,Bugatti,Veyron Grand Sport,2018,Tomato,185622,22499
383,HWM,Maserati,GranTurismo,2006,LightCyan,211844,37542
383,NGM,Bentley,Continental GT Speed,2005,MediumVioletRed,93192,18729
383,MZH,Aston-Martin,Vantage,1999,DarkOrchid,26855,16777
383,TDO,Bentley,Bentayga V8,1999,Orchid,203769,35207
383,VGA,Aston-Martin,Superleggera,2002,Cornsilk,167749,35464
383,WKT,Jaguar,XE,2014,SlateGray,55374,41698
384,XMK,Honda,Civic,2022,MediumAquaMarine,1464,33965
384,WSK,Aston-Martin,Valkyrie,1997,LightSeaGreen,34154,28876
384,GUW,BMW,i3,2013,Fuchsia,231954,22438
384,ZXZ,Toyota,C-HR,2003,Salmon,112481,25666
384,TXO,Subaru,Justy,2005,White,28445,31124
384,YDL,Mercedes-Benz,GLC,2021,Beige,81772,20793
384,ULK,Genesis,G90,2003,LightGreen,239168,17674
384,VIC,Volvo,V90,2019,SteelBlue,91687,39521
384,APM,Honda,CR-V,2002,Lavender,131713,20907
384,HLZ,Jeep,Comanche,2011,Teal,250299,39216
384,JAL,Acura,RLX,2001,LightSalmon,17879,30155
384,UQG,Mercedes-Benz,AMG GT,2008,ForestGreen,172779,29898
384,KXM,Genesis,G80,1996,DarkGray,108487,32095
385,VNK,Ferrari,488,2000,Brown,18430,33166
385,CVO,Bentley,Bentayga,2023,DarkOrchid,53395,27961
385,WWN,BMW,M3,2006,LightSkyBlue,175184,41943
385,SGH,Subaru,SVX,2020,PaleGoldenRod,125768,40533
385,EVC,Chevrolet,HHR,2019,Coral,185961,20851
385,IBO,Chevrolet,Blazer,2009,Teal,151049,21367
385,CSQ,Lamborghini,Huracan Evo,1999,MistyRose,101917,32398
385,GPR,Jaguar,XF,2007,SteelBlue,119581,39946
385,NAO,Honda,HR-V,2019,Thistle,56086,30306
385,VNK,Jaguar,XKR,1999,MidnightBlue,103502,29379
385,UBG,Tesla,Model Roadster,2014,RoyalBlue,86269,16657
385,WUU,Dodge,Journey,2021,BlanchedAlmond,5549,31705
385,MVQ,Kia,Sportage,2020,CadetBlue,65897,37999
385,KHC,Bugatti,Chiron Pur Sport,2015,MidnightBlue,142642,36539
385,BKU,Bentley,Bentayga Speed,2010,DarkSalmon,48809,24783
385,OKY,Chevrolet,Trax,2007,DimGray,256094,27828
385,BFF,Lexus,GX,2011,Snow,150655,42686
386,STS,Subaru,Crosstrek,2015,DarkGray,95188,15651
386,JDM,Rolls-Royce,Wraith,2007,NavajoWhite,65001,38942
386,ATE,Cadillac,XT5,2014,DarkOliveGreen,244807,22729
386,TUO,Jaguar,F-PACE SVR,2013,LightPink,117932,25469
386,APQ,McLaren,600LT Spider,2004,Gold,74892,16952
386,BEI,Mazda,CX-30,1998,CornflowerBlue,66928,18037
386,VYY,Porsche,911,2010,PapayaWhip,260745,36086
386,UNA,Nissan,Pathfinder,1997,DeepSkyBlue,216581,30302
386,PKW,Mitsubishi,Lancer,2015,MediumPurple,147468,23054
386,UOI,BMW,7 Series,2002,Linen,181660,20450
386,UYZ,Ford,Mustang,2003,Plum,71727,26946
386,AQU,Aston-Martin,Rapide,1999,MintCream,27025,19832
386,IRZ,Jeep,Gladiator,2006,PaleVioletRed,122084,27348
386,WNT,Mitsubishi,Galant,2020,Navy,246353,26730
386,VEA,Infiniti,Q60,2016,LemonChiffon,235755,30313
386,YNI,Chevrolet,Sonic,2023,YellowGreen,106364,44325
386,LFY,McLaren,570S,2017,Olive,190842,29421
386,OYQ,Porsche,718 Boxster,2011,Coral,13109,37419
387,GTM,Alfa,Romeo 8C,2022,SlateGray,111153,37998
387,XVJ,Cadillac,XT7,2001,MediumSlateBlue,74735,25645
