order_id,customer_id,product_id,store_id,employee_id,order_date,shipped_date,required_date,order_status,quantity
10855,4163,5770,1948,4314,2016-12-26,2020-11-21,2023-01-03,Completed,5
10856,3020,17399,792,3121,2018-09-26,2020-04-09,2024-08-30,Completed,3
10857,2504,15835,1682,3154,2017-01-25,2020-03-01,2025-02-25,Completed,3
10858,1333,17047,1133,3315,2019-07-25,2020-11-24,2023-03-28,Completed,9
10859,1609,12534,1935,4604,2017-04-11,2020-04-26,2023-02-13,Completed,10
10860,1699,8257,700,3186,2019-11-03,2020-02-09,2026-11-24,Completed,1
10861,5850,7731,1774,503,2017-01-17,2021-01-04,2024-08-07,Pending,2
10862,2427,18450,1126,701,2018-11-16,2020-09-26,2023-03-02,Completed,3
10863,3823,14488,1879,520,2018-05-22,2021-12-11,2025-02-05,Completed,10
10864,3011,16860,1441,4091,2016-03-25,2021-02-07,2024-05-14,Pending,4
10865,1240,17890,1800,4557,2018-01-21,2020-05-01,2023-01-15,Completed,9
10866,2815,18551,1561,1199,2018-10-08,2020-01-07,2026-12-15,Pending,6
10867,5118,15963,1504,1691,2018-01-23,2021-07-01,2023-05-25,Completed,2
10868,4173,9727,1050,2924,2018-10-11,2021-02-14,2026-05-20,Completed,10
10869,4527,11143,1879,628,2017-12-02,2020-01-22,2025-05-10,Completed,9
10870,2945,6621,889,2784,2019-04-14,2020-01-18,2022-05-04,Completed,5
10871,2685,9659,1618,1738,2019-06-22,2020-02-23,2026-10-02,Completed,1
10872,3378,16122,1877,3900,2019-09-02,2020-09-29,2023-02-26,Completed,3
10873,5461,7405,1122,503,2017-01-07,2021-06-19,2025-07-21,Completed,9
10874,4025,12975,1146,3353,2018-01-12,2020-05-04,2022-02-11,Pending,4
10875,4864,9151,777,1795,2018-01-21,2020-07-02,2025-12-16,Pending,6
10876,1753,14493,743,2915,2018-02-15,2021-10-09,2026-01-13,Completed,2
10877,1419,13386,1241,2437,2018-04-25,2021-10-24,2022-11-10,Completed,3
10878,5730,5800,1136,3405,2019-06-11,2020-11-26,2022-05-22,Completed,8
10879,1093,4963,1412,1284,2019-04-02,2020-08-04,2024-02-17,Completed,9
10880,2253,8003,1072,1697,2018-10-18,2020-01-08,2023-02-12,Completed,8
10881,6049,8002,1917,1218,2018-01-03,2020-05-04,2026-11-12,Pending,10
10882,3160,14806,1398,569,2018-09-06,2021-06-24,2023-07-03,Completed,10
10883,1738,2789,1769,3600,2016-08-07,2021-05-27,2022-08-23,Completed,10
10884,6716,15323,1824,625,2018-07-27,2020-07-11,2023-01-19,Pending,9
10885,6583,5756,1207,725,2016-06-01,2021-02-25,2026-08-04,Completed,4
10886,2773,15757,1308,1335,2016-02-21,2021-05-27,2026-02-26,Completed,7
10887,1606,13638,1502,1374,2019-07-16,2020-01-13,2026-07-05,Completed,7
10888,2864,18140,940,3066,2016-05-19,2020-09-06,2022-09-28,Completed,2
10889,5682,7980,1024,4001,2017-01-12,2021-02-20,2023-12-16,Completed,10
10890,2182,18490,1224,3510,2017-10-01,2020-05-31,2024-08-23,Completed,8
10891,6014,12696,1618,2928,2017-02-08,2021-01-31,2023-04-09,Completed,2
10892,5087,3126,713,2199,2016-11-27,2021-11-05,2024-09-18,Completed,1
10893,2619,7639,873,1531,2016-04-21,2020-06-29,2026-03-24,Completed,8
10894,2925,17379,1430,1237,2019-09-10,2021-05-12,2026-05-17,Completed,2
10895,1363,5500,1154,4045,2017-07-08,2021-10-22,2025-03-28,Completed,5
10896,5269,16775,1456,2972,2019-07-01,2021-11-15,2022-04-24,Completed,2
10897,2498,18253,2016,3425,2016-12-17,2021-10-11,2026-04-11,Completed,7
10898,2500,12260,1315,1058,2019-07-22,2020-02-03,2024-07-01,Completed,9
10899,2373,10660,1560,2358,2017-11-05,2020-08-02,2024-09-06,Completed,4
10900,1126,8760,1357,3324,2019-12-20,2021-01-04,2024-09-16,Completed,5
10901,3302,14286,1022,2578,2017-05-22,2021-05-15,2022-02-20,Completed,8
10902,2949,8598,1814,3025,2017-09-15,2020-10-07,2023-04-12,Completed,2
10903,1119,2266,799,2419,2019-12-28,2021-12-27,2026-07-24,Completed,7
10904,2791,17817,1428,3553,2019-12-13,2021-04-04,2022-07-10,Completed,9
10905,3889,5712,1765,1275,2019-12-07,2020-12-10,2022-06-11,Completed,2
10906,5348,11456,860,2359,2018-11-03,2020-06-23,2024-08-21,Completed,6
10907,1047,10700,965,1409,2016-01-17,2020-08-17,2024-09-13,Pending,9
10908,4169,10125,984,2235,2019-03-04,2020-11-28,2022-01-22,Completed,8
10909,2636,7550,1110,1910,2017-02-17,2020-11-16,2025-09-22,Completed,6
10910,4344,7480,784,4286,2019-09-23,2021-03-22,2026-06-11,Completed,4
10911,3060,4412,1109,3994,2018-05-09,2021-10-01,2026-10-13,Completed,8
10912,3377,12963,1022,2802,2018-09-10,2021-11-26,2026-11-28,Completed,7
10913,6175,4369,1271,4015,2017-02-01,2021-01-19,2022-12-21,Completed,7
10914,6712,15693,920,1351,2019-06-14,2020-12-27,2024-02-25,Completed,9
10915,4827,13389,1788,4513,2018-11-15,2020-02-05,2024-08-20,Completed,4
10916,3097,16201,1310,3491,2018-04-12,2020-02-25,2023-09-22,Pending,1
10917,2476,17433,1390,4477,2018-08-22,2021-09-03,2025-06-19,Completed,7
10918,2516,12980,1637,2589,2016-05-28,2020-01-14,2023-08-21,Completed,5
10919,5566,13453,1708,1376,2017-12-19,2021-01-25,2024-10-20,Completed,9
10920,5181,11243,873,3017,2017-10-24,2020-04-23,2026-04-11,Completed,2
10921,2812,6151,924,3482,2016-04-08,2021-10-20,2022-11-20,Completed,2
10922,4681,4300,1589,2066,2017-06-08,2020-03-01,2024-02-21,Completed,8
10923,4970,17044,1061,1044,2017-09-02,2020-04-06,2023-12-25,Completed,10
10924,4756,5843,1412,4371,2018-08-23,2020-06-08,2023-05-09,Completed,7
10925,5800,8741,1643,1122,2018-06-03,2020-07-31,2022-02-28,Completed,9
10926,2327,9385,713,2166,2018-03-22,2020-11-29,2023-07-03,Completed,10
10927,1070,6262,2006,3302,2017-10-13,2020-02-19,2024-09-10,Completed,10
10928,3192,9197,1591,4399,2019-05-09,2021-12-23,2024-11-21,Completed,5
10929,3181,4520,1813,534,2018-10-28,2020-11-16,2023-10-16,Completed,6
10930,1150,13137,1038,1930,2017-08-17,2021-02-15,2026-02-02,Completed,3
10931,5140,14182,1046,4718,2018-08-18,2020-01-06,2025-08-28,Completed,1
10932,1419,17585,951,2604,2018-03-05,2021-09-23,2022-12-30,Completed,9
10933,5089,14202,1304,3634,2016-02-04,2020-12-23,2026-01-25,Completed,6
10934,3213,2453,1993,2515,2016-03-17,2021-04-08,2023-11-11,Completed,9
10935,5171,17614,1037,4087,2018-01-22,2021-09-12,2026-01-14,Pending,1
10936,2613,11326,1070,1184,2019-06-28,2020-03-27,2025-07-19,Completed,5
10937,1366,2952,1206,4112,2018-07-06,2020-05-07,2023-10-16,Completed,4
10938,5500,4806,825,4094,2017-04-09,2021-11-07,2026-10-27,Completed,5
10939,2330,17039,1007,2046,2017-11-12,2021-01-15,2022-05-04,Completed,3
10940,5237,4155,1751,4300,2016-05-19,2020-08-01,2026-09-09,Completed,2
10941,2924,13525,1531,3422,2017-09-01,2021-10-12,2023-04-01,Completed,8
10942,2133,9520,1072,3735,2018-09-07,2021-07-24,2023-09-09,Pending,1
10943,3141,7840,1828,2065,2016-09-18,2021-01-29,2025-07-21,Completed,3
10944,1191,8297,1641,4456,2018-04-09,2020-06-13,2023-05-20,Completed,10
10945,4430,13083,751,776,2016-11-21,2021-06-24,2025-09-23,Completed,1
10946,6009,17919,1237,4711,2019-07-09,2020-06-21,2023-10-26,Completed,1
10947,1502,12090,917,527,2018-04-23,2021-09-15,2026-07-15,Pending,6
10948,1114,13831,1491,1860,2016-08-18,2021-09-18,2024-08-20,Completed,1
10949,3670,16664,1538,4591,2018-11-02,2021-04-14,2022-03-26,Pending,9
10950,5163,9223,1584,4473,2017-05-27,2021-09-23,2026-07-17,Completed,3
10951,4927,12809,1471,2942,2019-04-23,2021-04-25,2023-09-12,Completed,9
10952,2981,5215,1965,2182,2018-04-26,2021-03-06,2023-05-15,Completed,6
10953,5788,5312,1765,4221,2018-12-24,2021-07-26,2025-12-07,Completed,8
10954,4477,6334,1828,4287,2016-12-22,2021-06-10,2025-07-22,Completed,8
10955,1097,13247,1687,4006,2017-04-17,2021-01-10,2025-07-13,Completed,10
10956,2342,18059,1567,1221,2017-05-28,2020-01-23,2026-08-12,Completed,1
10957,1605,4562,915,2746,2016-07-02,2021-03-06,2023-03-29,Completed,2
10958,4917,16669,892,1986,2018-08-12,2021-06-01,2025-03-27,Completed,4
10959,4519,2493,1334,2075,2017-01-02,2021-12-29,2025-05-02,Completed,9
10960,3811,16575,1024,2162,2016-11-15,2020-04-16,2026-12-28,Completed,9
10961,5734,3568,1480,4259,2016-06-09,2020-12-10,2025-12-05,Completed,10
10962,6662,11023,1380,757,2019-02-17,2021-09-09,2025-02-19,Completed,1
10963,4601,9098,1301,2244,2018-03-30,2020-05-03,2025-03-20,Completed,5
10964,4973,13899,757,2060,2018-10-19,2020-01-19,2024-08-24,Completed,2
10965,1624,14008,1707,1130,2016-03-20,2020-12-11,2023-04-18,Completed,5
10966,1124,6884,1702,2956,2018-09-12,2020-10-30,2022-07-31,Completed,9
10967,4820,7652,1067,2284,2019-09-06,2021-10-11,2026-06-26,Completed,8
10968,3539,2259,1315,695,2017-04-18,2021-10-18,2026-04-14,Completed,2
10969,1420,7254,950,4324,2016-08-14,2021-05-27,2025-05-03,Completed,1
10970,6128,13666,1396,886,2018-07-24,2021-01-18,2023-01-09,Completed,4
10971,2804,2717,1016,2117,2019-07-27,2021-04-09,2024-08-20,Completed,5
10972,1720,18250,1634,2065,2017-11-05,2021-02-08,2026-07-22,Completed,2
10973,3892,4558,1657,4186,2017-03-01,2020-12-23,2023-03-20,Completed,9
10974,6080,4865,1835,4293,2019-12-19,2021-11-29,2022-12-23,Completed,7
10975,6378,12162,1317,1844,2018-12-19,2021-12-09,2025-11-29,Completed,8
10976,3507,10296,1578,1025,2017-10-07,2020-03-15,2026-10-03,Completed,7
10977,1088,17599,1372,3473,2017-12-23,2021-05-30,2024-05-27,Completed,3
10978,1534,6785,988,1583,2017-10-21,2020-01-07,2024-01-28,Completed,10
10979,1629,5858,1196,2927,2016-10-17,2021-05-18,2025-05-23,Completed,7
10980,5409,9380,1850,3957,2018-06-06,2020-07-22,2025-04-10,Pending,10
10981,2125,16564,883,595,2017-12-23,2020-08-30,2024-07-02,Completed,5
10982,1949,8644,711,3660,2019-03-10,2020-05-23,2024-04-26,Completed,9
10983,2397,3905,1214,529,2016-09-03,2021-02-18,2022-03-25,Completed,8
10984,6669,8831,863,4644,2019-12-19,2021-12-08,2026-03-21,Completed,2
10985,1610,12763,1478,1930,2019-11-26,2021-07-13,2022-05-04,Completed,6
10986,4463,14271,1107,3347,2019-10-29,2021-04-22,2026-02-16,Completed,4
10987,3980,17901,1478,4710,2016-10-12,2021-03-04,2023-12-29,Completed,6
10988,5973,9928,1900,4374,2017-04-14,2020-07-21,2024-04-19,Completed,2
10989,2882,18608,882,2350,2016-05-24,2021-09-06,2024-09-20,Completed,6
10990,2667,4198,877,4387,2018-01-20,2020-04-27,2024-09-24,Completed,2
10991,2844,14938,1551,1814,2016-03-13,2020-01-08,2025-06-12,Pending,4
10992,6343,12099,1651,3994,2019-06-30,2021-02-27,2026-01-18,Completed,2
10993,1861,18571,1263,3198,2016-09-15,2020-12-03,2025-12-11,Completed,8
10994,4744,2464,995,2846,2017-05-21,2020-05-25,2023-01-26,Completed,1
10995,4177,11235,1592,869,2017-07-31,2020-08-24,2023-09-17,Completed,9
10996,1051,11083,1144,1897,2018-01-14,2020-02-10,2025-05-07,Completed,9
10997,4868,4944,1048,2103,2017-08-29,2020-03-20,2022-09-07,Completed,6
10998,3221,9485,1524,2186,2018-03-04,2020-12-19,2022-12-15,Completed,9
10999,5920,9061,926,3258,2019-11-16,2021-07-03,2023-07-16,Completed,4
11000,4171,14796,1741,4223,2019-11-06,2021-03-17,2026-11-26,Completed,7
11001,2086,5026,1827,3323,2016-06-22,2021-10-07,2025-07-31,Completed,5
11002,6659,18675,1745,3249,2018-10-03,2021-05-17,2025-07-18,Completed,3
11003,3125,15363,1369,3573,2016-11-19,2021-05-03,2024-11-20,Completed,5
11004,1532,13510,1471,2649,2018-09-24,2020-02-10,2023-12-22,Completed,7
11005,1750,18200,1663,2112,2016-11-01,2021-02-14,2022-12-23,Completed,4
11006,5434,10680,711,2536,2017-09-13,2020-01-25,2022-01-13,Completed,9
11007,5914,7232,1037,4504,2018-07-30,2020-01-02,2025-11-03,Completed,10
11008,4020,5617,1904,2477,2018-04-04,2020-12-12,2023-04-10,Completed,3
11009,2595,3170,997,1885,2019-02-21,2020-02-28,2025-03-29,Pending,5
11010,2651,14357,823,969,2017-12-14,2020-04-27,2022-05-22,Completed,9
11011,1813,13690,1086,4500,2016-09-11,2021-03-21,2022-03-31,Completed,2
11012,4643,3300,1201,2406,2018-12-11,2020-05-14,2023-11-14,Completed,4
11013,3941,7915,1917,4452,2019-05-04,2020-06-18,2026-06-24,Completed,2
11014,6123,16225,1241,1660,2017-01-01,2021-03-05,2022-06-16,Completed,4
11015,4353,17578,1813,2116,2019-12-23,2020-04-11,2022-12-29,Completed,9
11016,2543,7953,1640,1229,2017-02-09,2021-08-13,2026-07-08,Pending,8
11017,4706,9527,1747,3847,2017-06-30,2020-05-15,2022-08-31,Completed,9
11018,2611,17087,1090,4555,2018-03-19,2020-12-12,2022-02-23,Completed,9
11019,3706,15326,1655,4279,2019-09-20,2020-09-28,2023-09-13,Completed,5
11020,6700,4846,761,1276,2018-01-11,2021-02-08,2024-02-24,Completed,3
11021,6208,11079,1679,2355,2016-01-07,2020-04-25,2022-09-19,Completed,7
11022,1082,16087,1022,4336,2018-09-26,2020-02-12,2022-11-18,Completed,10
11023,4225,8852,1645,1510,2016-02-26,2020-12-26,2024-09-03,Completed,5
11024,5624,13337,1386,1158,2018-03-22,2020-12-18,2024-10-02,Completed,10
11025,3714,14671,1017,3375,2017-02-27,2020-12-07,2024-11-24,Pending,8
11026,1891,7908,1289,2477,2017-12-07,2021-05-31,2024-08-01,Completed,2
11027,6072,7606,1348,1683,2017-07-21,2020-10-22,2022-05-23,Completed,2
11028,4521,4442,1496,3252,2017-03-29,2021-09-04,2026-01-05,Completed,2
11029,1706,3188,1123,2828,2016-02-28,2021-04-03,2023-12-06,Completed,6
11030,1534,4383,933,3434,2019-11-12,2020-01-05,2025-02-22,Completed,10
11031,1564,17704,1665,4110,2019-04-09,2021-06-14,2026-04-27,Completed,9
11032,3077,7659,1511,4581,2018-05-08,2021-11-20,2026-12-23,Pending,3
11033,3742,12838,746,3583,2018-10-09,2021-11-16,2024-01-19,Completed,7
11034,4942,7725,1825,4547,2016-04-25,2020-05-14,2022-02-20,Pending,4
11035,6099,6959,1929,1102,2018-06-19,2021-08-14,2022-12-21,Completed,5
11036,5758,14261,1153,2945,2018-07-21,2021-07-13,2024-11-26,Completed,9
11037,6496,4064,1758,1476,2019-05-26,2020-10-27,2024-06-28,Completed,9
11038,1590,13315,1570,1051,2018-11-06,2021-06-03,2023-05-18,Completed,4
11039,4461,15534,1488,3986,2019-05-08,2021-10-16,2025-11-12,Completed,4
11040,2939,2658,1292,4330,2017-11-28,2021-09-28,2022-10-03,Completed,3
11041,1599,8225,1336,1426,2018-05-18,2020-10-11,2022-04-16,Completed,9
11042,4498,15069,1605,1081,2016-09-26,2020-02-03,2026-03-14,Pending,2
11043,5607,5690,715,1303,2017-01-16,2020-12-02,2022-01-20,Completed,10
11044,1006,18572,1569,1225,2018-02-13,2020-12-08,2026-05-23,Completed,5
11045,3873,15903,1072,1651,2018-07-20,2021-10-06,2026-12-27,Completed,2
11046,4357,17394,1738,1546,2019-04-13,2020-12-28,2022-01-06,Completed,2
11047,6660,16329,903,2865,2017-01-18,2021-03-22,2026-11-10,Completed,3
11048,2824,15857,1735,1052,2018-08-17,2020-03-15,2026-12-22,Completed,8
11049,2891,11270,1333,2228,2019-02-21,2020-06-24,2022-08-20,Completed,8
11050,4374,17819,1436,1096,2019-12-17,2021-06-26,2026-11-07,Completed,9
11051,5382,14582,1651,4080,2019-06-05,2021-07-17,2023-10-07,Pending,2
11052,2745,8086,1631,883,2019-04-09,2021-08-08,2023-03-20,Completed,4
11053,3585,6705,992,4156,2018-08-08,2021-01-09,2023-04-01,Completed,8
11054,4211,8784,1733,2168,2017-07-10,2020-07-23,2025-09-14,Completed,3
11055,1612,14837,1967,2053,2017-05-15,2021-05-04,2022-12-15,Completed,10
11056,2314,16797,837,3935,2017-04-22,2020-02-21,2026-03-07,Completed,3
11057,5249,13322,811,2925,2019-07-21,2020-11-21,2023-05-11,Completed,5
11058,2264,7185,1215,1568,2017-11-21,2021-01-06,2023-01-27,Completed,8
11059,3487,12703,906,2181,2018-03-28,2020-06-19,2026-12-19,Completed,10
11060,6580,9949,1969,2256,2016-02-15,2020-08-07,2022-03-10,Completed,3
11061,1215,7885,1007,1398,2016-09-22,2021-12-30,2026-08-07,Pending,3
11062,6112,18627,1098,2401,2017-03-02,2020-01-26,2023-11-14,Completed,3
11063,2223,2436,1472,2598,2018-07-18,2020-03-31,2026-11-02,Completed,3
11064,4379,7905,1311,2761,2019-03-25,2021-10-13,2023-05-09,Completed,4
11065,1535,7552,1580,1596,2018-05-22,2021-07-17,2023-08-04,Completed,3
11066,2651,7118,2008,3373,2016-11-27,2021-12-18,2025-07-09,Completed,8
11067,4534,4579,1700,746,2019-02-05,2021-04-10,2022-05-05,Completed,3
11068,3792,12633,1520,2439,2018-09-26,2021-05-02,2024-05-29,Completed,5
11069,3502,4764,1563,1114,2017-02-08,2020-12-31,2024-09-24,Completed,10
11070,4492,8676,1999,1492,2016-10-28,2020-03-06,2025-02-18,Completed,8
11071,4956,3899,1994,4498,2017-12-18,2021-08-11,2024-03-19,Pending,10
11072,3400,13439,1555,691,2019-04-22,2020-01-13,2022-10-07,Completed,9
11073,5790,18573,1315,2969,2017-07-10,2021-04-15,2022-11-17,Completed,3
11074,1674,10693,1831,4634,2016-01-30,2020-04-05,2023-06-20,Completed,7
11075,2237,7914,1773,4441,2018-01-13,2021-09-21,2026-09-01,Completed,5
11076,6332,10416,1694,3668,2017-10-23,2021-08-02,2022-02-12,Completed,8
11077,1300,6187,1776,1111,2016-08-21,2021-09-21,2025-05-18,Completed,5
11078,4492,10245,1295,1009,2017-08-12,2021-03-06,2024-05-12,Pending,9
11079,5324,13513,901,3514,2016-07-23,2020-07-06,2022-12-17,Completed,1
11080,5323,17120,964,666,2018-11-29,2020-07-29,2026-02-08,Completed,3
11081,2522,9419,863,3002,2018-05-25,2020-10-12,2022-12-13,Completed,4
11082,1785,5962,1542,2338,2017-06-12,2020-03-16,2026-08-02,Completed,2
11083,4188,17454,1567,3123,2018-05-14,2020-01-17,2024-08-16,Completed,10
11084,3527,13560,947,3993,2017-03-18,2020-04-22,2023-03-26,Pending,7
11085,1460,9583,1858,2074,2016-10-02,2021-08-07,2025-11-10,Completed,7
11086,2487,9695,961,3542,2017-08-04,2021-12-16,2024-04-12,Completed,8
11087,5746,15525,1535,2516,2016-04-04,2020-01-31,2024-04-03,Completed,8
11088,3265,13916,799,1669,2018-11-28,2021-05-08,2026-11-24,Completed,3
11089,3425,4507,1183,4688,2016-04-11,2020-08-25,2024-12-28,Completed,7
11090,2461,5921,1625,1570,2016-04-29,2020-09-29,2022-10-05,Pending,6
11091,5352,8327,1231,4237,2016-03-01,2020-10-01,2026-05-15,Completed,1
11092,2263,10258,1603,2170,2018-06-12,2021-06-05,2023-04-06,Completed,3
11093,1525,18559,1889,3913,2019-04-08,2021-07-13,2024-03-05,Completed,5
11094,5924,16322,783,3341,2016-06-05,2021-10-20,2026-04-02,Completed,5
11095,4695,14770,1072,1100,2017-12-31,2021-10-01,2022-09-20,Completed,5
11096,5563,18532,1233,4440,2018-07-01,2021-07-07,2024-04-20,Completed,6
11097,6330,2588,1130,4624,2019-09-24,2021-10-13,2025-05-14,Completed,7
11098,5110,8450,1140,4055,2016-06-28,2021-06-03,2024-01-23,Completed,5
11099,6332,2363,748,4537,2019-09-08,2020-05-21,2022-01-02,Completed,6
11100,2224,3095,1811,1316,2018-02-06,2021-03-28,2023-02-08,Completed,6
11101,6314,9680,1367,2910,2018-04-18,2021-03-08,2026-10-12,Completed,6
11102,5523,14898,1765,1776,2019-07-09,2020-03-22,2022-03-20,Completed,2
11103,1658,18402,1540,4337,2017-09-13,2020-04-19,2023-04-26,Completed,2
11104,1838,8215,1406,2718,2016-06-04,2020-12-11,2026-11-09,Completed,5
11105,4626,16442,1988,1221,2018-09-03,2021-04-01,2026-09-15,Completed,9
11106,4105,2265,1045,3214,2016-09-15,2021-04-20,2025-08-05,Completed,5
11107,5954,8919,1161,816,2016-07-24,2020-08-29,2026-10-31,Completed,3
11108,4841,9164,1831,759,2019-09-13,2021-07-04,2025-09-25,Completed,3
11109,5584,15205,1175,1358,2019-04-08,2020-08-28,2023-08-06,Completed,3
11110,6705,4335,1946,2934,2016-02-20,2021-05-20,2025-07-10,Completed,7
11111,1259,16921,841,2555,2019-09-10,2021-03-27,2022-07-03,Completed,1
11112,5991,9623,840,2731,2016-05-11,2021-05-28,2023-02-05,Completed,6
11113,6334,14836,1138,1401,2016-01-28,2021-10-24,2024-08-03,Completed,4
11114,3042,10579,1063,1462,2017-01-04,2020-09-25,2024-08-18,Completed,4
11115,4339,15003,1106,3500,2016-05-18,2021-06-26,2025-03-09,Completed,4
11116,1153,15177,1833,3581,2019-03-08,2020-11-29,2025-06-11,Completed,3
11117,2970,15944,1855,4576,2016-08-18,2021-12-21,2026-02-16,Completed,10
11118,6217,18368,1703,1905,2017-04-24,2021-01-30,2022-02-06,Completed,8
11119,3774,15544,1591,2634,2017-12-12,2021-06-08,2024-01-16,Completed,4
11120,3196,5486,732,2857,2019-04-04,2020-01-25,2022-05-24,Completed,6
11121,4997,4459,1894,1393,2018-05-23,2020-06-09,2023-03-29,Completed,9
11122,5001,12110,1635,1071,2016-03-25,2021-07-27,2026-10-28,Completed,3
11123,4848,11213,1570,2832,2017-12-29,2020-06-27,2022-05-06,Pending,6
11124,2902,7675,1132,1719,2019-10-13,2020-03-30,2023-10-12,Completed,2
11125,3904,18275,1535,3536,2018-05-22,2020-04-07,2022-08-23,Completed,1
11126,6034,12131,1315,2458,2017-02-03,2021-12-16,2023-06-10,Completed,4
11127,3648,10545,1277,2115,2016-12-24,2020-02-26,2022-03-11,Completed,3
11128,1003,14576,1546,3135,2017-11-10,2021-08-07,2022-11-06,Completed,4
11129,3675,9417,1875,4095,2018-06-09,2021-07-27,2023-04-06,Completed,2
11130,5316,10810,1006,4460,2017-06-11,2021-09-30,2026-05-01,Completed,5
11131,2056,9817,1556,3782,2019-01-21,2021-10-08,2026-08-08,Completed,10
11132,5512,2756,721,4322,2017-10-11,2020-01-18,2025-03-14,Completed,9
11133,4652,17944,1001,1763,2016-09-26,2021-10-31,2024-03-04,Completed,7
11134,4755,10461,1859,3895,2016-02-17,2021-11-09,2023-09-12,Completed,8
11135,1731,3079,1599,1432,2016-03-30,2021-04-22,2026-08-04,Completed,1
11136,2283,6141,1293,2534,2016-06-21,2021-05-25,2024-07-21,Completed,8
11137,1299,5161,1930,2337,2019-08-30,2020-12-27,2024-11-08,Completed,9
11138,5575,13171,1795,1927,2016-03-28,2020-12-22,2025-12-28,Completed,10
11139,1011,8751,962,1556,2019-04-16,2020-10-04,2026-09-01,Completed,4
11140,6425,16731,845,1864,2017-08-23,2020-08-07,2026-03-17,Completed,5
11141,2372,16679,1402,3188,2017-01-09,2020-02-21,2024-09-27,Completed,9
11142,2654,7091,1848,1674,2019-10-15,2021-04-01,2025-03-12,Completed,9
11143,1034,6440,1003,4639,2018-09-15,2021-01-07,2022-07-18,Completed,2
11144,4669,2788,701,1070,2019-10-16,2020-05-19,2026-11-29,Completed,9
11145,3125,2559,1046,787,2018-06-09,2020-09-08,2025-01-22,Completed,2
11146,4438,3908,1652,724,2018-06-20,2021-12-01,2022-12-23,Completed,9
11147,1909,12848,893,2655,2017-11-18,2020-12-03,2024-07-20,Pending,9
11148,6288,14784,2000,3754,2016-10-24,2020-07-06,2026-04-21,Completed,6
11149,4453,13601,1712,4070,2019-01-20,2020-03-18,2026-01-09,Completed,5
11150,3865,4133,1558,1231,2016-02-18,2020-04-30,2025-03-12,Completed,4
11151,5594,9760,802,3833,2016-03-27,2020-07-05,2025-04-15,Completed,6
11152,5778,9559,1401,1659,2017-01-11,2020-02-21,2022-11-28,Completed,2
11153,4177,14580,2002,3300,2016-09-18,2021-03-22,2022-09-28,Completed,1
11154,5869,13476,1511,2286,2018-09-26,2020-11-30,2025-01-12,Completed,4
11155,2013,9991,1933,2818,2016-09-08,2020-03-22,2025-04-09,Completed,6
11156,5412,18290,1891,2235,2017-03-29,2020-10-13,2025-07-15,Completed,1
11157,1159,9661,1293,666,2019-08-15,2020-05-23,2022-04-24,Completed,8
11158,1976,17312,885,3877,2016-05-20,2021-06-15,2023-06-24,Completed,5
11159,3083,4753,1673,1854,2016-10-02,2020-02-02,2022-07-21,Completed,1
11160,4888,6791,1404,4387,2016-05-31,2020-03-13,2025-07-31,Completed,10
11161,2520,12870,1171,2880,2019-04-14,2020-03-21,2022-10-12,Completed,8
11162,5855,3877,1360,1285,2019-05-17,2021-01-30,2024-11-06,Completed,2
11163,6135,16017,1955,3052,2018-09-30,2021-09-01,2023-01-13,Completed,3
11164,4171,12416,968,2581,2016-07-12,2021-07-03,2026-06-11,Completed,6
11165,4294,15049,1451,4440,2019-03-04,2021-03-24,2025-09-16,Completed,4
11166,2049,4336,1816,2575,2018-05-08,2021-08-14,2022-02-19,Completed,8
11167,6639,3155,1456,2020,2019-01-22,2020-10-18,2023-08-09,Completed,9
11168,5753,12550,1990,2460,2016-06-14,2021-07-08,2024-06-13,Completed,8
11169,5727,15115,1961,4261,2019-05-18,2020-07-25,2024-06-07,Completed,3
11170,3619,17993,1003,4043,2018-02-20,2021-08-24,2023-03-19,Completed,10
11171,1053,13233,1962,4142,2016-01-03,2021-05-16,2023-06-17,Completed,8
11172,4408,6651,1261,2978,2019-09-16,2020-03-05,2023-02-06,Completed,3
11173,5115,16621,1053,2038,2019-11-21,2021-07-15,2026-08-06,Completed,4
11174,4803,3326,1802,1982,2016-05-27,2021-09-27,2023-10-18,Completed,3
11175,1923,7596,1424,1036,2016-05-16,2020-01-19,2022-09-02,Completed,2
11176,1997,18488,759,2095,2017-09-06,2020-12-22,2022-12-19,Completed,7
11177,3619,8809,786,2301,2017-07-22,2021-03-25,2022-08-01,Completed,8
11178,5783,17794,1338,2215,2016-05-02,2020-01-05,2022-03-14,Completed,5
11179,4615,9028,1109,1636,2018-03-31,2021-08-26,2024-12-23,Completed,5
11180,4773,7355,1865,3857,2018-01-17,2021-12-19,2026-02-05,Completed,8
11181,2173,17556,1076,2354,2019-09-09,2021-04-19,2026-03-02,Completed,4
11182,6658,16348,1475,1689,2019-07-27,2020-10-24,2022-03-16,Completed,9
11183,3496,3258,1256,4005,2016-01-19,2021-04-22,2023-05-30,Completed,4
11184,3745,12119,1990,1078,2017-08-14,2021-10-10,2025-08-15,Completed,1
11185,1795,3394,1970,588,2016-12-28,2020-04-29,2025-10-11,Completed,8
11186,5953,17337,1064,1356,2016-08-24,2020-09-11,2022-12-24,Completed,10
11187,1250,2870,1648,4252,2017-11-19,2020-03-10,2022-05-03,Completed,3
11188,1072,6645,1855,566,2018-01-16,2020-10-19,2023-02-08,Completed,9
